Key,Summary,Type,Environment,Service,Operation,DueDate,StartDate,Status,Priority,Labels,Assignee,Reporter,Description,LatestComment,Stream,Theme,JiraUrl
DSM-E0133,dev | StreamNode | ingestion tuning,SERVICE_OP,dev,StreamNode,ingestion tuning,2027-08-23,2027-08-23,In Progress,Low,service-release||change-management,Riley Flame,Blake Fox,StreamNode ingestion tuning applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0133
DSM-M0029,FusionPoint PSP Integration v3.8,MILESTONE,,,Release,2027-08-08,2027-08-01,Implementing,High,milestone||service-release,Winter Brooks,Cameron Shade,FusionPoint PSP integration v3.8 released. New acquirer endpoints and improved routing.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0029
DSM-M0030,GammaFlow Rule Engine v3.8 Release,MILESTONE,,,Release,2027-08-20,2027-08-06,Implementing,High,milestone||service-release,Elliot Hunter,Blake Fox,GammaFlow fraud rule engine v3.8 released. Updated velocity checks and threshold calibration.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0030
DSM-P0058,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-09-07,2027-09-07,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of September 07.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0058
DSM-P0059,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-09-14,2027-09-14,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of September 14.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0059
DSM-P0060,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-09-21,2027-09-21,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of September 21.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0060
DSM-P0061,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-09-28,2027-09-28,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of September 28.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0061
DSM-E0134,prd | LogicLab | A/B test segment update,SERVICE_OP,prd,LogicLab,A/B test segment update,2027-09-03,2027-09-03,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,LogicLab A/B test segment update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0134
DSM-E0135,stg | StreamNode | ingestion tuning,SERVICE_OP,stg,StreamNode,ingestion tuning,2027-09-05,2027-09-05,In Progress,Low,service-release||change-management,Elliot Hunter,Cameron Shade,StreamNode ingestion tuning applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0135
DSM-E0136,qa | ZenithCore | token cache flush,SERVICE_OP,qa,ZenithCore,token cache flush,2027-09-07,2027-09-07,In Progress,Medium,service-release||change-management,Jules Frost,Jordan Storm,ZenithCore token cache flush applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0136
DSM-E0137,prd | AlphaLayer | rate limit update,SERVICE_OP,prd,AlphaLayer,rate limit update,2027-09-09,2027-09-09,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,AlphaLayer rate limit update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0137
DSM-E0138,prd | QuantumSync | capacity scaling,SERVICE_OP,prd,QuantumSync,capacity scaling,2027-09-11,2027-09-11,In Progress,High,service-release||change-management,Logan Snow,Kai Wolfe,QuantumSync capacity scaling applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0138
DSM-E0139,stg | QuantumCore | auth cache flush,SERVICE_OP,stg,QuantumCore,auth cache flush,2027-09-13,2027-09-13,In Progress,Low,service-release||change-management,Phoenix Moon,Avery Hale,QuantumCore auth cache flush applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0139
DSM-E0140,qa | CoreStream | broker upgrade,SERVICE_OP,qa,CoreStream,broker upgrade,2027-09-15,2027-09-15,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,CoreStream broker upgrade applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0140
DSM-E0141,prd | DataHub | partition rebalance,SERVICE_OP,prd,DataHub,partition rebalance,2027-09-17,2027-09-17,In Progress,Medium,service-release||change-management,Blake Fox,Phoenix Moon,DataHub partition rebalance applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0141
DSM-E0142,prd | NovaNode | device certificate renewal,SERVICE_OP,prd,NovaNode,device certificate renewal,2027-09-19,2027-09-19,In Progress,High,service-release||change-management,Jules Frost,Jordan Storm,NovaNode device certificate renewal applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0142
DSM-E0143,stg | MatrixNet | schema registry update,SERVICE_OP,stg,MatrixNet,schema registry update,2027-09-21,2027-09-21,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,MatrixNet schema registry update applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0143
DSM-E0144,qa | GammaFlow | threshold calibration,SERVICE_OP,qa,GammaFlow,threshold calibration,2027-09-23,2027-09-23,In Progress,Low,service-release||change-management,Logan Snow,Kai Wolfe,GammaFlow threshold calibration applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0144
DSM-E0145,dev | FusionPoint | fraud rule sync,SERVICE_OP,dev,FusionPoint,fraud rule sync,2027-09-25,2027-09-25,In Progress,Medium,service-release||change-management,Quinn Storm,Emerson Rivers,FusionPoint fraud rule sync applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0145
DSM-BE0010,Q3 Security Compliance Audit 2027,BUSINESS_EVENT,,,Audit,2027-09-30,2027-09-01,In Progress,Medium,Event_Launch||service-release,Emerson Rivers,Logan Snow,Q3 Security Compliance Audit 2027 running across all digital channels. All platform teams should ensure capacity is available during this period. Penetration testing and compliance review across all production services.,Event concluded successfully.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-BE0010
DSM-M0031,GammaFlow Rule Engine v3.9 Release,MILESTONE,,,Release,2027-09-08,2027-09-01,Implementing,High,milestone||service-release,Riley Flame,Kai Wolfe,GammaFlow fraud rule engine v3.9 released. Updated velocity checks and threshold calibration.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0031
DSM-M0032,StreamNode Analytics Pipeline v3.9,MILESTONE,,,Release,2027-09-20,2027-09-06,Implementing,High,milestone||service-release,Logan Snow,Elliot West,StreamNode analytics pipeline v3.9 released with improved consumer throughput.,Final validation in progress.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-M0032
DSM-M0033,Q3 Platform Health Report,MILESTONE,,,Audit,2027-09-28,2027-09-14,Implementing,Medium,milestone||service-release,Cameron Shade,Phoenix Moon,Quarterly platform health assessment. SLA compliance validated across all core services.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0033
DSM-P0062,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-10-05,2027-10-05,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of October 05.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0062
DSM-P0063,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-10-12,2027-10-12,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of October 12.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0063
DSM-P0064,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-10-19,2027-10-19,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of October 19.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0064
DSM-P0065,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-10-26,2027-10-26,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of October 26.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0065
DSM-E0146,stg | MatrixNet | event schema migration,SERVICE_OP,stg,MatrixNet,event schema migration,2027-10-04,2027-10-04,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,MatrixNet event schema migration applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0146
DSM-E0147,qa | GammaFlow | rule set pre-deployment,SERVICE_OP,qa,GammaFlow,rule set pre-deployment,2027-10-07,2027-10-07,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,GammaFlow rule set pre-deployment applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0147
DSM-E0148,prd | FusionPoint | PSP routing update,SERVICE_OP,prd,FusionPoint,PSP routing update,2027-10-10,2027-10-10,In Progress,High,service-release||change-management,Drew West,Winter Brooks,FusionPoint PSP routing update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0148
DSM-E0149,prd | CyberEngine | ML model deploy,SERVICE_OP,prd,CyberEngine,ML model deploy,2027-10-13,2027-10-13,In Progress,High,service-release||change-management,Logan Snow,Kai Wolfe,CyberEngine ML model deploy applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0149
DSM-E0150,stg | LogicLab | flag sync update,SERVICE_OP,stg,LogicLab,flag sync update,2027-10-16,2027-10-16,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,LogicLab flag sync update applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0150
DSM-E0151,qa | StreamNode | consumer group rebalance,SERVICE_OP,qa,StreamNode,consumer group rebalance,2027-10-19,2027-10-19,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,StreamNode consumer group rebalance applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0151
DSM-E0152,prd | ZenithCore | provider certificate renewal,SERVICE_OP,prd,ZenithCore,provider certificate renewal,2027-10-22,2027-10-22,In Progress,Low,service-release||change-management,Phoenix Moon,Avery Hale,ZenithCore provider certificate renewal applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0152
DSM-E0153,dev | AlphaLayer | health probe update,SERVICE_OP,dev,AlphaLayer,health probe update,2027-10-25,2027-10-25,In Progress,Low,service-release||change-management,Drew West,Winter Brooks,AlphaLayer health probe update applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0153
DSM-BE0011,Q4 Holiday & Black Friday Campaign 2027,BUSINESS_EVENT,,,Campaign,2027-10-31,2027-10-01,In Progress,High,Event_Launch||service-release,Jules Knight,Cameron Shade,Q4 Holiday & Black Friday Campaign 2027 running across all digital channels. The peak demand window is expected from 29/10/2027 to 08/11/2027. All platform teams should ensure capacity is available during this period. Change freeze protocols in effect during Black Friday and Cyber Monday peak periods.,Campaign tracking nominal.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-BE0011
DSM-M0034,StreamNode Analytics Pipeline v3.0,MILESTONE,,,Release,2027-10-08,2027-10-01,Implementing,High,milestone||service-release,Cameron Shade,Phoenix Moon,StreamNode analytics pipeline v3.0 released with improved consumer throughput.,Final validation in progress.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-M0034
DSM-M0035,Q4 Platform Health Report,MILESTONE,,,Audit,2027-10-20,2027-10-06,Implementing,Medium,milestone||service-release,Blake Fox,Cameron Lane,Quarterly platform health assessment. SLA compliance validated across all core services.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0035
DSM-P0066,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-11-02,2027-11-02,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of November 02.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0066
DSM-P0067,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-11-09,2027-11-09,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of November 09.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0067
DSM-P0068,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-11-16,2027-11-16,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of November 16.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0068
DSM-P0069,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-11-23,2027-11-23,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of November 23.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0069
DSM-P0070,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-11-30,2027-11-30,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of November 30.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0070
DSM-P0071,RED | Q4 Holiday Peak Protection Window,PEAK_SEASON_PROTECTION_WINDOW,,,Peak Season Protection Window,2028-01-06,2027-11-15,Active,High,PeakSeasonProtectionWindow||service-release,Winter Brooks,Riley Flame,RED protection window covering Black Friday and Holiday season 2027. Change freeze applies to all production systems. Emergency changes require CISO approval.,Window activated. All teams notified.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-P0071
DSM-E0154,qa | QuantumCore | mTLS policy update,SERVICE_OP,qa,QuantumCore,mTLS policy update,2027-11-04,2027-11-04,In Progress,Medium,service-release||change-management,Jules Knight,Riley Flame,QuantumCore mTLS policy update applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0154
DSM-E0155,prd | CoreStream | partition rebalance,SERVICE_OP,prd,CoreStream,partition rebalance,2027-11-07,2027-11-07,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,CoreStream partition rebalance applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0155
DSM-E0156,prd | DataHub | cold-tier archival,SERVICE_OP,prd,DataHub,cold-tier archival,2027-11-10,2027-11-10,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,DataHub cold-tier archival applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0156
DSM-E0157,stg | NovaNode | device certificate renewal,SERVICE_OP,stg,NovaNode,device certificate renewal,2027-11-13,2027-11-13,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,NovaNode device certificate renewal applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0157
DSM-E0158,qa | MatrixNet | event schema migration,SERVICE_OP,qa,MatrixNet,event schema migration,2027-11-16,2027-11-16,In Progress,High,service-release||change-management,Jules Frost,Jordan Storm,MatrixNet event schema migration applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0158
DSM-E0159,prd | GammaFlow | rule set pre-deployment,SERVICE_OP,prd,GammaFlow,rule set pre-deployment,2027-11-19,2027-11-19,In Progress,High,service-release||change-management,Jules Knight,Riley Flame,GammaFlow rule set pre-deployment applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0159
DSM-E0160,prd | FusionPoint | PSP routing update,SERVICE_OP,prd,FusionPoint,PSP routing update,2027-11-22,2027-11-22,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,FusionPoint PSP routing update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0160
DSM-E0161,stg | CyberEngine | ML model deploy,SERVICE_OP,stg,CyberEngine,ML model deploy,2027-11-25,2027-11-25,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,CyberEngine ML model deploy applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0161
DSM-E0162,dev | LogicLab | flag sync update,SERVICE_OP,dev,LogicLab,flag sync update,2027-11-28,2027-11-28,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,LogicLab flag sync update applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0162
DSM-BE0012,Platform Reliability Week 2027,BUSINESS_EVENT,,,Reliability Initiative,2027-11-14,2027-11-10,In Progress,Medium,Event_Launch||service-release,Winter Brooks,Blake Fox,Platform Reliability Week 2027 running across all digital channels. All platform teams should ensure capacity is available during this period. Resilience testing and SLA validation across all core platform services.,Event concluded successfully.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-BE0012
DSM-M0036,Q4 Platform Health Report,MILESTONE,,,Audit,2027-11-08,2027-11-01,Implementing,Medium,milestone||service-release,Kai Wolfe,Jules Frost,Quarterly platform health assessment. SLA compliance validated across all core services.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0036
DSM-M0037,AlphaLayer Rate Limiting v3.1,MILESTONE,,,Release,2027-11-20,2027-11-06,Implementing,High,milestone||service-release,Elliot West,Avery Hale,AlphaLayer rate-limiting framework v3.1 released. Adaptive throttling and partner tier controls.,Final validation in progress.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-M0037
DSM-P0072,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-12-07,2027-12-07,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 07.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0072
DSM-P0073,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-12-14,2027-12-14,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 14.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0073
DSM-P0074,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-12-21,2027-12-21,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 21.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0074
DSM-P0075,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2027-12-28,2027-12-28,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of December 28.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0075
DSM-E0163,prd | StreamNode | lag recovery,SERVICE_OP,prd,StreamNode,lag recovery,2027-12-03,2027-12-03,In Progress,Medium,service-release||change-management,Jules Knight,Riley Flame,StreamNode lag recovery applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0163
DSM-E0164,prd | ZenithCore | OIDC config update,SERVICE_OP,prd,ZenithCore,OIDC config update,2027-12-05,2027-12-05,In Progress,High,service-release||change-management,Phoenix Moon,Avery Hale,ZenithCore OIDC config update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0164
DSM-E0165,stg | AlphaLayer | health probe update,SERVICE_OP,stg,AlphaLayer,health probe update,2027-12-07,2027-12-07,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,AlphaLayer health probe update applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0165
DSM-E0166,qa | QuantumSync | lag recovery,SERVICE_OP,qa,QuantumSync,lag recovery,2027-12-09,2027-12-09,In Progress,Low,service-release||change-management,Elliot Hunter,Cameron Shade,QuantumSync lag recovery applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0166
DSM-E0167,prd | QuantumCore | token issuance tuning,SERVICE_OP,prd,QuantumCore,token issuance tuning,2027-12-11,2027-12-11,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,QuantumCore token issuance tuning applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0167
DSM-E0168,prd | CoreStream | partition rebalance,SERVICE_OP,prd,CoreStream,partition rebalance,2027-12-13,2027-12-13,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,CoreStream partition rebalance applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0168
DSM-E0169,stg | DataHub | schema migration,SERVICE_OP,stg,DataHub,schema migration,2027-12-15,2027-12-15,In Progress,High,service-release||change-management,Logan Snow,Kai Wolfe,DataHub schema migration applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0169
DSM-E0170,qa | NovaNode | edge cache flush,SERVICE_OP,qa,NovaNode,edge cache flush,2027-12-17,2027-12-17,In Progress,Low,service-release||change-management,Phoenix Moon,Avery Hale,NovaNode edge cache flush applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0170
DSM-E0171,prd | MatrixNet | registry v-bump,SERVICE_OP,prd,MatrixNet,registry v-bump,2027-12-19,2027-12-19,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,MatrixNet registry v-bump applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0171
DSM-E0172,dev | GammaFlow | velocity rule sync,SERVICE_OP,dev,GammaFlow,velocity rule sync,2027-12-21,2027-12-21,In Progress,Medium,service-release||change-management,Elliot Hunter,Cameron Shade,GammaFlow velocity rule sync applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0172
DSM-M0038,AlphaLayer Rate Limiting v3.2,MILESTONE,,,Release,2027-12-08,2027-12-01,Implementing,High,milestone||service-release,Phoenix Moon,Quinn Storm,AlphaLayer rate-limiting framework v3.2 released. Adaptive throttling and partner tier controls.,Final validation in progress.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-M0038
DSM-M0039,API Gateway v3.2 GA,MILESTONE,,,Release,2027-12-20,2027-12-06,Implementing,High,milestone||service-release,Drew West,Elliot Hunter,API Gateway v3.2 reaches general availability. Enhanced throughput and OAuth 2.1 improvements.,Final validation in progress.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-M0039
DSM-M0040,CyberEngine ML Model v3.2 Deployment,MILESTONE,,,Release,2027-12-28,2027-12-14,Implementing,High,milestone||service-release,Emerson Rivers,Riley Flame,CyberEngine ML fraud detection model v3.2 reaches production. Improved detection rates.,Final validation in progress.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-M0040
DSM-P0076,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-01-04,2028-01-04,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of January 04.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0076
DSM-P0077,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-01-11,2028-01-11,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of January 11.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0077
DSM-P0078,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-01-18,2028-01-18,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of January 18.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0078
DSM-P0079,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-01-25,2028-01-25,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of January 25.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0079
